timestamp,consumption_kwh,solar_generation_kwh
2026-06-22 11:00:00,6.99,10.45
2026-06-22 12:00:00,6.94,11.25
2026-06-22 13:00:00,5.02,11.58
2026-06-22 14:00:00,6.36,10.79
2026-06-22 15:00:00,5.53,9.34
2026-06-22 16:00:00,5.22,7.64
2026-06-22 17:00:00,7.41,5.19
2026-06-22 18:00:00,8.25,3.16
2026-06-22 19:00:00,7.5,0
2026-06-22 20:00:00,6.86,0.0
2026-06-22 21:00:00,8.33,0.0
2026-06-22 22:00:00,4.31,0.0
2026-06-22 23:00:00,3.45,0.0
2026-06-23 00:00:00,2.11,0.0
2026-06-23 01:00:00,1.65,0.0
2026-06-23 02:00:00,2.26,0.0
2026-06-23 03:00:00,2.04,0.0
2026-06-23 04:00:00,2.28,0.0
2026-06-23 05:00:00,2.03,0.0
2026-06-23 06:00:00,5.15,0
2026-06-23 07:00:00,6.36,2.61
2026-06-23 08:00:00,6.16,6.39
2026-06-23 09:00:00,4.62,8.38
2026-06-23 10:00:00,6.89,11.02
2026-06-23 11:00:00,5.97,11.67
2026-06-23 12:00:00,6.52,12.4
2026-06-23 13:00:00,5.26,13.1
2026-06-23 14:00:00,6.1,12.06
2026-06-23 15:00:00,6.74,10.41
2026-06-23 16:00:00,5.42,8.5
2026-06-23 17:00:00,7.96,6.05
2026-06-23 18:00:00,7.12,2.8
2026-06-23 19:00:00,7.8,0.5
2026-06-23 20:00:00,7.38,0.0
2026-06-23 21:00:00,7.54,0.0
2026-06-23 22:00:00,3.18,0.0
2026-06-23 23:00:00,3.34,0.0
2026-06-24 00:00:00,2.09,0.0
2026-06-24 01:00:00,1.73,0.0
2026-06-24 02:00:00,1.72,0.0
2026-06-24 03:00:00,1.57,0.0
2026-06-24 04:00:00,2.13,0.0
2026-06-24 05:00:00,1.73,0.0
2026-06-24 06:00:00,6.22,0.41
2026-06-24 07:00:00,4.98,2.35
2026-06-24 08:00:00,4.93,5.57
2026-06-24 09:00:00,6.37,7.34
2026-06-24 10:00:00,5.95,9.63
2026-06-24 11:00:00,6.61,11.15
2026-06-24 12:00:00,5.19,11.23
2026-06-24 13:00:00,5.85,11.47
2026-06-24 14:00:00,6.46,10.83
2026-06-24 15:00:00,6.97,9.74
2026-06-24 16:00:00,5.81,7.3
2026-06-24 17:00:00,8.22,5.24
2026-06-24 18:00:00,6.88,2.53
2026-06-24 19:00:00,7.34,0
2026-06-24 20:00:00,7.06,0.0
2026-06-24 21:00:00,7.0,0.0
2026-06-24 22:00:00,4.38,0.0
2026-06-24 23:00:00,3.66,0.0
2026-06-25 00:00:00,2.05,0.0
2026-06-25 01:00:00,1.55,0.0
2026-06-25 02:00:00,2.5,0.0
2026-06-25 03:00:00,2.34,0.0
2026-06-25 04:00:00,2.47,0.0
2026-06-25 05:00:00,2.43,0.0
2026-06-25 06:00:00,4.83,0.35
2026-06-25 07:00:00,4.93,3.31
2026-06-25 08:00:00,4.62,6.36
2026-06-25 09:00:00,6.47,9.09
2026-06-25 10:00:00,6.57,11.2
2026-06-25 11:00:00,5.85,12.95
2026-06-25 12:00:00,6.99,14.25
2026-06-25 13:00:00,6.44,13.85
2026-06-25 14:00:00,5.59,12.65
2026-06-25 15:00:00,6.16,11.91
2026-06-25 16:00:00,6.5,9.26
2026-06-25 17:00:00,7.67,6.02
2026-06-25 18:00:00,8.21,3.33
2026-06-25 19:00:00,8.42,0
2026-06-25 20:00:00,6.66,0.0
2026-06-25 21:00:00,6.87,0.0
2026-06-25 22:00:00,3.89,0.0
2026-06-25 23:00:00,4.01,0.0
2026-06-26 00:00:00,1.62,0.0
2026-06-26 01:00:00,2.39,0.0
2026-06-26 02:00:00,1.75,0.0
2026-06-26 03:00:00,2.09,0.0
2026-06-26 04:00:00,2.12,0.0
2026-06-26 05:00:00,1.92,0.0
2026-06-26 06:00:00,5.55,0.08
2026-06-26 07:00:00,4.91,3.11
2026-06-26 08:00:00,4.98,5.41
2026-06-26 09:00:00,5.84,7.3
2026-06-26 10:00:00,5.63,9.0
2026-06-26 11:00:00,5.15,10.7
2026-06-26 12:00:00,7.0,11.05
2026-06-26 13:00:00,5.15,11.59
2026-06-26 14:00:00,5.53,10.16
2026-06-26 15:00:00,6.76,9.63
2026-06-26 16:00:00,5.74,7.79
2026-06-26 17:00:00,8.17,4.85
2026-06-26 18:00:00,7.72,2.88
2026-06-26 19:00:00,7.81,0.49
2026-06-26 20:00:00,6.52,0.0
2026-06-26 21:00:00,8.13,0.0
2026-06-26 22:00:00,3.45,0.0
2026-06-26 23:00:00,4.0,0.0
